,type,comment,non-information,code,functional_type
650,Javadoc,"GUI component that allows editing of the fields of a BibEntry (i.e. the one that shows up, when you double click on an entry in the table) <p> It hosts the tabs (required, general, optional) and the buttons to the left. <p> EntryEditor also registers itself to the event bus, receiving events whenever a field of the entry changes, enabling the text fields to update themselves if the change is made from somewhere else.",0,"return new ReadOnlyStringWrapper("");",method_declaration
651,Line,TODO: Float marked entries model.updateMarkingState(Globals.prefs.getBoolean(JabRefPreferences.FLOAT_MARKED_ENTRIES)),0,Exporter defaultChoice = exporters.stream(),assignment
652,Line,Ignore,1,int uniq = 'a';,assignment
653,Line,"Find default choice, if any",1,"public class ViewModelTableRowFactory<S> implements Callback<TableView<S>, TableRow<S>> {",class_declaration
654,Line,This marker appears for more than one unique entry:,0,OS.NEWLINE = Globals.prefs.get(JabRefPreferences.NEWLINE);,assignment
655,Javadoc,Constructs a {@link TreeTableCell} based on the view model of the row and a bunch of specified converter methods.,0,for (String key : cited) {,loop
656,Line,Override used newline character with the one stored in the preferences The preferences return the system newline character sequence as default,0,String sConnect = uno:socket,assignment
657,Line,For each cited key,1,protected static String processPreview(List<String> citations) {,method_declaration
658,Line,connection string,1,"populateSubMenu(items, IEEETran""",method_declaration
659,Javadoc,"Generates a plain text string out of the preview and copies it additionally to the html to the clipboard (WYSIWYG Editors use the HTML, plain text editors the text)",0,visibleComponents.sort(new PreferredIndexSort());,method_call
660,Line,IEEETran,1,List<String> getRestartWarnings();,method_declaration
661,Line,Sort the visible components by their preferred position,1,"ParserResult parserResult = OpenDatabase.loadDatabase(file.toFile(),",assignment
662,Javadoc,"This method should be called after storing the preferences, This calls the appropriate method in the ViewModel.",0,"List<String> dir = databaseContext.getFileDirectories(field, Globals.prefs.getFilePreferences());",assignment
663,Line,Should this be done _after_ we know it was successfully opened?,0,annotationList.getSelectionModel().setSelectionMode(SelectionMode.SINGLE);,method_call
664,Line,Find the default directory for this field type:,1,"public static XComponentContext createInitialComponentContext(Map<String, Object> context_entries) throws Exception {",method_declaration
665,Line,Set-up annotation list,1,} else {,conditional
666,Javadoc,Bootstraps an initial component context with service manager and basic jurt components inserted.,0,private void generateKeys(List<BibEntry> entries) {,method_declaration
667,Line,redo,0,public class HelpAction extends SimpleCommand {,class_declaration
668,Javadoc,Generate keys for given entries.,1,List<LinkedFile> filesToSerialize = files.stream(),assignment
669,Javadoc,"This Action keeps a reference to a URL. When activated, it shows the help Dialog unless it is already visible, and shows the URL in it.",0,"public <T> void putValue(Class<T> type, T value) {",method_declaration
670,Line,"Only serialize linked files, not the ones that are automatically found",0,"XComponentContext xLocalContext = createInitialComponentContext((Map<String, Object>) null);",assignment
671,Javadoc,Puts the value of the concrete class in a map. All previous content stored in the map is removed,0,anySelectedEntriesMatched.invalidate();,method_call
672,Line,create default local component context,1,private Optional<BibEntry> findInternalDuplicate(BibEntry entry) {,method_declaration
673,Line,Update appearance of group,0,if (!toRemove.isEmpty()) {,conditional
674,Javadoc,Checks if there are duplicates to the given entry in the list of entries to be imported.,0,"for (Map.Entry<String, Set<Field>> tab : entryEditorPreferences.getEntryEditorTabList().entrySet()) {",loop
675,Line,If there are entries to remove,1,public final class EntryEditorTabList {,class_declaration
676,Line,General fields from preferences,0,public class ExternalFileTypes {,class_declaration
677,Javadoc,Class for creating the information about customizable entry editor tabs.,0,boolean hadBibSection = getBookmarkRange(OOBibBase.BIB_SECTION_NAME) != null;,assignment
678,Line,"Do not make this class final, as it otherwise can't be mocked for tests",0,"boolean success = saveDatabase(targetPath, false,",assignment
679,Line,Refresh all reference marks with the citation markers we computed:,0,public interface PushToApplication {,class_declaration
680,Line,Save the database,1,"public class OpenHyperlinksInExternalBrowser implements ChangeListener<Worker.State>, EventListener {",class_declaration
681,Javadoc,"Class that defines interaction with an external application in the form of ""pushing"" selected entries to it.",0,"public class ViewModelTreeTableCellFactory<S> implements Callback<TreeTableColumn<S, S>, TreeTableCell<S, S>> {",class_declaration
682,Javadoc,"A Hyperlink Click Listener for javafx.WebView to open links on click in the browser Code adapted from: <a href=""https://stackoverflow.com/a/33445383/"">https://stackoverflow.com/a/33445383/</a>",0,public static URL getIconUrl(String name) {,method_declaration
683,Javadoc,Constructs a {@link TreeTableCell} based on the view model of the row and a bunch of specified converter methods.,0,"browser.addEventFilter(javafx.scene.input.MouseEvent.ANY, javafx.scene.input.MouseEvent::consume);",method_call
684,Javadoc,"Looks up the URL for the image representing the given function, in the resource file listing images.",0,correctEntries = entries;,assignment
685,Line,Quick hack to disable navigating,0,for (Observable observable : newEntry.getObservables()) {,loop
686,Line,Use the received map directly,1,public SuggestionProviders() {,method_declaration
687,Line,Register for changes,1,public class NoSelectionModel<T> extends MultipleSelectionModel<T> {,class_declaration
688,Javadoc,Empty,1,public void moveDown(SidePaneComponent comp) {,method_declaration
689,Javadoc,Disables selection,0,prefs.clearPassword();,method_call
690,Javadoc,Moves the given component down.,1,Set<Field> jointFields = new TreeSet<>(Comparator.comparing(Field::getName));,assignment
691,Line,for the case that the password is already set,0,public class RelatedArticlesTab extends EntryEditorTab {,class_declaration
692,Line,Updated the original entry with the new fields,0,GroupTreeNode newParent = root.getNode().getDescendant(pathToNewParent).get();,assignment
693,Javadoc,GUI for tab displaying article recommendations based on the currently selected BibEntry,0,public class TemporalAccessorPicker extends DatePicker {,class_declaration
694,Line,TODO: NULL TODO: Null TODO: NULL,1,public abstract class SimpleCommand extends CommandBase {,class_declaration
695,Javadoc,"A date picker with configurable datetime format where both date and time can be changed via the text field and the date can additionally be changed via the JavaFX default date picker. Also supports incomplete dates. First recall how the date picker normally works: - The user selects a date in the popup, which sets {@link #valueProperty()} to the selected date. - The converter ({@link #converterProperty()}) is used to transform the date to a string representation and display it in the text field. The idea is now to intercept the process and add an additional step: - The user selects a date in the popup, which sets {@link #valueProperty()} to the selected date. - The date is converted to a {@link TemporalAccessor} (i.e, enriched by a time component) using {@link #addCurrentTime(LocalDate)} - The string converter ({@link #stringConverterProperty()}) is used to transform the temporal accessor to a string representation and display it in the text field. Inspiration taken from https://github.com/edvin/tornadofx-controls/blob/master/src/main/java/tornadofx/control/DateTimePicker.java",0,"NamedCompound ce = new NamedCompound(Localization.lang(Merge entries""));""",assignment
696,Javadoc,A simple command that does not track progress of the action.,0,Optional<String> valInNewField = entry.getField(newField);,assignment
697,Line,Create a new entry and add it to the undo stack Remove the other two entries and add them to the undo stack (which is not working...),0,this.inMem = inMem;,assignment
698,Line,"If we are not allowed to overwrite values, check if there is a non-empty value already for this entry for the new field:",0,public class AbbreviationViewModel {,class_declaration
699,Line,Holds the version in memory. Check if it has been modified...?,0,nan,empty
700,Javadoc,This class provides a view model for abbreviation objects which can also define placeholder objects of abbreviations. This is indicated by using the {@code pseudoAbbreviation} property.,0,nan,empty
701,Line,"TODO: Implement jump to entry TODO: Add toolitp for tag: Localization.lang(""Jump to entry"") This feature was removed while converting the linked entries editor to JavaFX Right now there is no nice way to re-implement it as we have no good interface to control the focus of the main table (except directly using the JabRefFrame class as below) parsedEntryLink.getLinkedEntry().ifPresent( e -> frame.getCurrentBasePanel().highlightEntry(e) );",0,public enum DroppingMouseLocation {,enum
702,Line,basePanel.getPreviewPanel().updateLayout(preferences.getPreviewPreferences()),0,public void storeSettings() {,method_declaration
703,Javadoc,The mouse location within the cell when the dropping gesture occurs.,0,this.frame = frame;,assignment
704,Javadoc,Store changes to table preferences. This method is called when the user clicks Ok.,0,public class UnlinkedFilesCrawler extends BackgroundTask<CheckBoxTreeItem<FileNodeWrapper>> {,class_declaration
705,Line,TODO: Rework so that we don't rely on JabRefFrame and not the complete preferences,0,fields.addAll(entry.getFields());,method_call
706,Javadoc,Util class for searching files on the file system which are not linked to a provided {@link BibDatabase}.,0,nan,empty
707,Line,Entry type unknown -> treat all fields as required,0,public List<BasePanel> getBasePanelList() {,method_declaration
708,Line,Switch to currently selected entry if mode is changed to live,0,entriesSorted = new SortedList<>(entriesFiltered);,assignment
709,Javadoc,Returns a list of BasePanel.,1,"private ScrollPane getRelatedArticleInfo(List<BibEntry> list, MrDLibFetcher fetcher) {",method_declaration
710,Line,We need to wrap the list since otherwise sorting in the table does not work,0,base.removeString(string.getId());,method_call
711,Javadoc,Creates a VBox of the related article information to be used in the StackPane displayed in the Related Articles tab,0,"public List<String> refreshCiteMarkers(List<BibDatabase> databases, OOBibStyle style)",method_declaration
712,Line,Redo the change.,1,private void updateTexts(UndoChangeEvent event) {,method_declaration
713,Javadoc,Refresh all cite markers in the document.,1,GroupTreeNode newNode = m_subtreeBackup.copySubtree();,assignment
714,Block,"TODOSwingUtilities.invokeLater(() -> {undo.putValue(Action.SHORT_DESCRIPTION, event.getUndoDescription());undo.setEnabled(event.isCanUndo());redo.putValue(Action.SHORT_DESCRIPTION, event.getRedoDescription());redo.setEnabled(event.isCanRedo());});",0,private void openFile(Path filePath) {,method_declaration
715,Line,"move all children to newNode, then add newNode",0,"Class<?> clazz = Class.forName(javafx.scene.control.TableUtil"");""",assignment
716,Javadoc,Checks whether the file exists or if a new file should be opened. The file will be added to the set of journal abbreviation files. If the file also exists its abbreviations will be read and written to the abbreviations property.,0,frame.getDialogService().notify(outText);,method_call
717,Line,"TODO: reflective access, should be removed",0,public class ContentSelectorSuggestionProvider implements AutoCompleteSuggestionProvider<String> {,class_declaration
718,Line,"if user does not change anything with his action, we do not do anything either even no output message",0,if (oldValue == null) {,conditional
719,Javadoc,Enriches a suggestion provider by a given set of content selector values.,0,setPrefHeight(Double.POSITIVE_INFINITY);,method_declaration
720,Line,Revert the change.,1,tearDownJabRef(filenames);,method_declaration
721,Line,Always fill out all the available space,0,"return new ContentSelectorSuggestionProvider((AutoCompleteSuggestionProvider<String>) suggestionProvider, contentSelectorValues);",method_declaration
722,Line,Good bye!,1,"XNamed xNamed = UnoRuntime.queryInterface(XNamed.class, bookmark);",assignment
723,Line,Enrich auto completion by content selector values,0,public void append(LogEvent rawEvent) {,method_declaration
724,Line,Name the reference,1,"ControlHelper.setAction(saveButton, getDialogPane(), event -> savePreferencesAndCloseDialog());",method_call
725,Javadoc,The log event will be forwarded to the {@link LogMessages} archive.,0,"public static final String FRAME_TITLE = JabRef"";""",assignment
726,Line,"ToDo: After conversion of all tabs to mvvm, rework interface and make validSettings bindable Button btnSave = (Button) this.getDialogPane().lookupButton(saveButton); btnSave.disableProperty().bind(viewModel.validSettings().validProperty().not());",0,protected boolean couldNotCall;,var_declaration
727,Line,Frame titles.,1,row.contextMenuProperty().bind(,method_call
728,Line,"Set to true in case the command could not be executed, e.g., if the file is not found Set to true in case the tunnel to the program (if one is used) does not operate Set to true if the corresponding path is not defined in the preferences",0,public class CitationStyleToClipboardWorker {,class_declaration
729,Line,Add context menu (only for non-null items),0,public class CustomExternalFileType implements ExternalFileType {,class_declaration
730,Javadoc,"Copies the selected entries and formats them with the selected citation style (or preview), then it is copied to the clipboard. This worker cannot be reused.",0,if (!sb.toString().trim().isEmpty()) {,conditional
731,Javadoc,"This class defines a type of external files that can be linked to from JabRef. The class contains enough information to provide an icon, a standard extension and a link to which application handles files of this type.",0,catch (IOException excep) {,method_declaration
732,Line,Error stream has been closed. See if there were any errors:,0,public class UnlinkedPDFFileFilter implements FileFilter {,class_declaration
733,Line,In case it did not work,1,List<BibEntry> toRemove = new ArrayList<>(entries.size());,assignment
734,Javadoc,"{@link FileFilter} implementation, that allows only files which are not linked in any of the {@link BibEntry}s of the specified {@link BibDatabase}. <br> <br> This {@link FileFilter} sits on top of another {@link FileFilter} -implementation, which it first consults. Only if this major filefilter has accepted a file, this implementation will verify on that file.",0,public enum AutoCompleteFirstNameMode {,enum
735,Line,Sort entries into current members and non-members of the group Current members will be removed Current non-members will be added,0,"private List<Integer> findCitedEntryIndex(String citRefName, List<String> keys) {",method_declaration
736,Javadoc,"For ""ONLY_FULL"", the auto completer returns the full name, e.g. ""Smith, Bob"" For ""ONLY_ABBREVIATED"", the auto completer returns the first name abbreviated, e.g. ""Smith, B."" For ""BOTH"", the auto completer returns both versions.",0,postUndoRedoEvent();,method_declaration
737,Javadoc,"Resolve the bibtex key from a citation reference marker name, and look up the index of the key in a list of keys.",0,public class ManageJournalAbbreviationsViewModel extends AbstractViewModel {,class_declaration
738,Line,Send event to trigger changes,0,public void show(SidePaneType type) {,method_declaration
739,Javadoc,"This class provides a model for managing journal abbreviation lists. It provides all necessary methods to create, modify or delete journal abbreviations and files. To visualize the model one can bind the properties to ui elements.",0,ParserResult bibtexResult = mergeImportResults(imports);,assignment
740,Javadoc,Makes sure that the given component is visible.,1,public class OpenDatabaseAction extends SimpleCommand {,class_declaration
741,Line,"TODO: show parserwarnings, if any (not here) for (ImportFormatReader.UnknownFormatImport p : imports) { ParserResultWarningDialog.showParserResultWarningDialog(p.parserResult, frame); }",0,"TABLE_ICONS.put(SpecialField.PRIORITY, icon);",method_call
742,Line,The action concerned with opening an existing database.,1,if (!identicalTypes && !typeRadioButtons.isEmpty() && typeRadioButtons.get(0).isSelected()) {,conditional
743,Line,icon.setToolTipText(priorityViewModel.getLocalization()),0,if (this.stringConverter == null) {,conditional
744,Line,Check if the type has changed,0,"public void installCss(Scene scene, JabRefPreferences preferences) {",method_declaration
745,Line,"In case no stringConverter was provided, use the default strategy",0,getGroupNode().moveTo(target.getGroupNode());,method_declaration
746,Javadoc,Installs the base css file as a stylesheet in the given scene. Changes in the css file lead to a redraw of the scene using the new css file.,0,return pathname -> true;,return
747,Line,"TODO: Add undo and display message MoveGroupChange undo = new MoveGroupChange(((GroupTreeNodeViewModel)source.getParent()).getNode(), source.getNode().getPositionInParent(), target.getNode(), target.getChildCount());",0,private final Version installedVersion;,var_declaration
748,Line,Except every file,1,if (strippedLink.substring(strippedLinkIndex + 1).indexOf('/') >= 1) {,conditional
749,Javadoc,The current version of the installed JabRef,1,public void setupAllTables() {,method_declaration
750,Line,"No occurrence, or at the end Check if there are path separators in the suffix - if so, it is definitely not a proper suffix, so we should give up:",1,notifyNewSelectedFile(currentFile);,method_declaration
751,Javadoc,"This method causes all open BasePanels to set up their tables anew. When called from PrefsDialog3, this updates to the new settings.",0,nan,empty
752,Line,Pretend that we just switched to the current file in order to refresh the display,0,Platform.runLater(() -> {,method_call
753,Line,Pass other keys to parent,1,types[i] = type;,assignment
754,Line,"Must be executed after the initialization of the view, otherwise it doesn't work",0,"String howToReproduce = Steps to reproduce:\n\n1. ...\n2. ...\n3. ..."";""",assignment
755,Line,Remember the type in case we need to uniquefy.,0,pr.getDatabaseContext().clearDatabaseFile();,method_call
756,Line,Steps to reproduce,1,ENTRY_EDITOR_PREVIOUS_PANEL_2(Entry editor,method_declaration
757,Line,do not open the original file,1,StackPane helpButtonContainer = new StackPane();,assignment
758,Line,"We have to put Entry Editor Previous before, because otherwise the decrease font size is found first",0,private final int m_subtreeRootChildCount;,var_declaration
759,Line,Update active search query when switching between databases,0,"private static UndoableEdit massRenameField(Collection<BibEntry> entries, Field field, Field newField,",method_declaration
760,Line,Create help button for currently selected fetcher,1,public static final int REMOVE_NODE_KEEP_CHILDREN = 1;,assignment
761,Javadoc,"In case of removing a node but keeping all of its children, the number of children has to be stored.",0,"public boolean dragDropped(ListProperty<PreviewLayout> targetList, Dragboard dragboard) {",method_declaration
762,Javadoc,Move contents from one field to another for a Collection of entries.,0,"LOOKUP_IDENTIFIER(MaterialDesignIcon.MAGNIFY),",method_declaration
763,Javadoc,Adding of a single node (group).,1,public <V> Future<V> execute(BackgroundTask<V> task) {,method_declaration
764,Javadoc,"This is called, when the user drops some PreviewLayouts either in the availableListView or in the empty space of chosenListView",0,public String getDefaultKeyBinding() {,method_declaration
765,Line,TODO: use WEB_SEARCH instead as soon as it is available TODO: use WEB_SEARCH instead as soon as it is available,0,"dialogService.notify(Localization.lang(Added group \""%0\"".""",method_call
766,Javadoc,"Executes the task on the current thread. The code is essentially taken from {@link javafx.concurrent.Task.TaskCallable#call()}, but adapted to run sequentially.",0,"new LatexFieldFormatter(fieldFormatterPreferences).format(newValue, fieldName);",method_declaration
767,Javadoc,"This method returns the default key binding, the key(s) which are assigned",1,ControlsFxVisualizer visualizer = new ControlsFxVisualizer();,assignment
768,Line,"TODO: Add undo UndoableAddOrRemoveGroup undo = new UndoableAddOrRemoveGroup(parent, new GroupTreeNodeViewModel(newGroupNode), UndoableAddOrRemoveGroup.ADD_NODE); panel.getUndoManager().addEdit(undo);",0,if (nameChange) {,conditional
769,Line,Test if the field is legally set.,0,if (!result.getToAdd().isEmpty()) {,conditional
770,Line,"Need to run this async, otherwise the dialog does not work",0,"markingContent = markingContent.replaceAll(-"" + NEWLINE",assignment
771,Line,Revert the change.,1,"public <T> BackgroundTask<T> thenRun(Function<V, T> nextOperation) {",method_declaration
772,Line,and adding merged entries:,1,public class CheckForNewEntryTypesAction implements GUIPostOpenAction {,class_declaration
773,Line,remove newlines && hyphens before linebreaks,1,"private void openTheFile(Path file, boolean raisePanel) {",method_declaration
774,Javadoc,Creates a {@link BackgroundTask} that first runs this task and based on the result runs a second task.,0,"entryEditorTabs.add(new OtherFieldsTab(databaseContext, panel.getSuggestionProviders(), undoManager,",method_call
775,Javadoc,"This action checks whether any new custom entry types were loaded from this BIB file. If so, an offer to remember these entry types is given.",0,entriesList = databaseContext.getDatabase().getEntries();,assignment
776,Javadoc,nan,0,public class FindFullTextAction extends SimpleCommand {,class_declaration
777,Line,Other fields,1,public class CustomizeExternalFileTypesDialog extends BaseDialog<Void> {,class_declaration
778,Line,"Register listener The wrapper created by the FXCollections will set a weak listener on the wrapped list. This weak listener gets garbage collected. Hence, we need to maintain a reference to this list.",0,ToggleGroup groupType = new ToggleGroup();,assignment
779,Javadoc,Try to download fulltext PDF for selected entry(ies) by following URL or DOI link.,0,public abstract class BackgroundTask<V> {,class_declaration
780,Javadoc,Editor for external file types.,1,protected abstract void bindToEntry(BibEntry entry);,method_declaration
781,Line,configure elements,1,Object context = xUrlResolver.resolve(sConnect);,assignment
782,Javadoc,"This class is essentially a wrapper around {@link Task}. We cannot use {@link Task} directly since it runs certain update notifications on the JavaFX thread, and so makes testing harder. We take the opportunity and implement a fluid interface.",0,if (dataBaseNumber >= 0) {,conditional
783,Javadoc,Updates the view with the contents of the given entry.,1,"new PersistenceVisualStateTable(this, Globals.prefs);",method_declaration
784,Line,try to connect to office,0,public class AutosaveUIManager {,class_declaration
785,Line,Switch tab if asked to do so,0,"UpdateField.setAutomaticFields(entries, updateFieldPreferences);",method_call
786,Line,Store visual state,1,PreviewPreferences previewPreferences = Globals.prefs.getPreviewPreferences();,assignment
787,Javadoc,This class has an abstract UI role as it listens for an {@link AutosaveEvent} and saves the bib file associated with the given {@link BasePanel}.,0,"XFootnote footer = UnoRuntime.queryInterface(XFootnote.class, range.getText());",assignment
788,Line,Set owner/timestamp,0,private static void ensureCorrectJavaVersion() {,method_declaration
789,Line,the submenu will behave dependent on what style is currently selected (citation/preview),0,"typeSubscription = EasyBind.subscribe(this.entry.typeProperty(), type -> {",assignment
790,Line,Find the linking footnote marker:,0,for (Field field : differentFields) {,loop
791,Javadoc,"Tests if we are running an acceptable Java and terminates JabRef when we are sure the version is not supported. This test uses the requirements for the Java version as specified in <code>gradle.build</code>. It is possible to define a minimum version including the built number and to indicate whether Java 9 can be used (which it currently can't). It tries to compare this version number to the version of the currently running JVM. The check is optimistic and will rather return true even if we could not exactly determine the version. <p> Note: Users with a very old version like 1.6 will not profit from this since class versions are incompatible and JabRef won't even start. Currently, JabRef won't start with Java 9 either, but the warning that it cannot be used with this version is helpful anyway to prevent users to update from an old 1.8 directly to version 9. Additionally, we soon might have a JabRef that does start with Java 9 but is not perfectly compatible. Therefore, we should leave the Java 9 check alive.",0,public static Optional<String> getSuffix(final String link) {,method_declaration
792,Line,Subscribe to type changes for rebuilding the currently visible tab,1,return Optional.empty();,return
793,Line,May happen during initialization -> just ignore,0,"private final List<String> columnHeadings = Arrays.asList(Localization.lang(Field"")",assignment
794,Javadoc,"Look for the last '.' in the link, and return the following characters. This gives the extension for most reasonably named links.",0,"public void editAbbreviation(String name, String abbreviation) {",method_declaration
795,Line,"No selected group, show all entries",0,private void updateMergedEntry() {,method_declaration
796,Line,Headings,1,panel.setSaving(false);,method_call
797,Line,get XTextContent interface,1,if (exporter != null) {,conditional
798,Javadoc,Method to change the currentAbbrevaition property to a new abbreviation.,1,} else if (answer == DuplicateResolverDialog.DuplicateResolverResult.KEEP_MERGE) {,conditional
799,Javadoc,Update the merged entry,1,public class UndoableInsertEntry extends AbstractUndoableJabRefEdit {,class_declaration
800,Line,release panel from save status,1,public void storeSettings() {,method_declaration
801,Line,Set text of each of the boxes,1,"protected abstract boolean isMatch(T suggestion, ISuggestionRequest request);",method_declaration
802,Line,Do nothing,1,final boolean namesNatbib = Globals.prefs.getBoolean(JabRefPreferences.NAMES_NATBIB); //MK:,assignment
803,Javadoc,"This class represents the removal of an entry. The constructor needs references to the database, the entry, and the map of open entry editors. The latter to be able to close the entry's editor if it is opened before the insert is undone.",0,"public void insertEntry(List<BibEntry> entries, BibDatabase database,",method_declaration
804,Javadoc,This method is called to indicate that the settings panel returned from the getSettingsPanel() method has been shown to the user and that the user has indicated that the settings should be stored. This method must store the state of the widgets in the settings panel to Globals.prefs.,0,MetaData metaData = panel.getBibDatabaseContext().getMetaData();,assignment
805,Javadoc,Check the given possible suggestion is a match (is a valid suggestion),1,cleanUpMovePDF.setDisable(true);,method_call
806,Line,Read name format options: MK:,1,"Field privatePopup = AutoCompletionBinding.class.getDeclaredField(autoCompletionPopup"");""",assignment
807,Javadoc,"This method inserts a cite marker in the text for the given BibEntry, and may refresh the bibliography.",0,if (newGroups.getGroup() instanceof AllEntriesGroup) {,conditional
808,Line,FIXME: Move to viewModel until fieldFormatterCleanupsPanel is property implemented,0,class OOBibBase {,class_declaration
809,Line,"Since the directory does not exist, we cannot move it to there. So, this option is not checked - regardless of the presets stored in the preferences.",0,if (!handleMultipleAppInstances(arguments) || argumentProcessor.shouldShutDown()) {,conditional
810,Line,"TODO: reflective access, should be removed",0,public void about() {,method_declaration
811,Line,ensure that there is always only one AllEntriesGroup,0,public JabRefIcon getTypeIcon() {,method_declaration
812,Javadoc,Class for manipulating the Bibliography of the currently start document in OpenOffice.,0,selectedFieldName.ifPresent(this::requestFocus);,method_call
813,Line,Check for running JabRef,0,public abstract int getPageNumber();,method_declaration
814,Javadoc,"The MacAdapter calls this method when ""About"" is selected from the application menu.",0,String suffix;,var_declaration
815,Javadoc,"TODO: Be a bit smarter and try to infer correct icon, for example using {@link org.jabref.gui.externalfiletype.ExternalFileTypes#getExternalFileTypeByName(String)}",0,"browser.getEngine().getLoadWorker().progressProperty().addListener((observable, oldValue, newValue) -> {",method_call
816,Line,Restore focus to field (run this async so that editor is already initialized correctly),0,for (Field field : jointFields) {,loop
817,Javadoc,Get the page number of the current page in the document.,1,"boolean citePressed = dialogService.showConfirmationDialogAndWait(Localization.lang(Cite"")",assignment
818,Line,First see if the stripped link gives a reasonable suffix:,0,public class AbbreviationsFileViewModel {,class_declaration
819,Line,Hide progress indicator if finished (over 70% loaded),0,"xCursorProps.setPropertyValue(CharLocale""",method_call
820,Line,fields,1,"info.setStyle(-fx-padding: 0.5em 0 0.5em 0;"");""",method_call
821,Line,Ask if keys should be generated,1,nan,empty
822,Line,quote String so explorer handles URL query strings correctly,0,private Optional<BibEntry> entry = Optional.empty();,assignment
823,Javadoc,This class provides a model for abbreviation files. It actually doesn't save the files as objects but rather saves their paths. This also allows to specify pseudo files as placeholder objects.,0,"String[] allParams = {viewModel.getLocalization(), params[0], params[1]};",assignment
824,Line,Set language to [None]:,0,background.setWidth(getDesiredWidth());,method_call
825,Line,To align with buttons below which also have 0.5em padding,0,"setGraphic(menu, action);",method_declaration
826,Line,TODO: switch Icon color searchIcon.setIcon(IconTheme.JabRefIcon.SEARCH.getIcon()),0,class UndefinedCharacterFormatException extends Exception {,class_declaration
827,Javadoc,The entry currently shown,0,"<V> Future<?> schedule(BackgroundTask<V> task, long delay, TimeUnit unit);",assignment
828,Line,"setting a multi value special field - the setted value is displayed, too",0,OPEN(MaterialDesignIcon.FOLDER_OUTLINE),method_declaration
829,Line,First hide old page and show background instead (recalculate size of background to make sure its correct),0,public class AutoLinkFilesAction extends SimpleCommand {,class_declaration
830,Line,"For some reason the graphic is not set correctly, so let's fix this",0,"public static XComponentContext createInitialComponentContext(Hashtable<String, Object> context_entries) throws Exception {",method_declaration
831,Javadoc,Exception used to indicate that the plugin attempted to set a character format that is not defined in the current OpenOffice document.,0,requires java.desktop;,requires
832,Javadoc,Submits a one-shot task that becomes enabled after the given delay.,0,requires java.prefs;,requires
833,Block,css: folder *,0,requires java.annotation;,requires
834,Javadoc,This Action may only be used in a menu or button. Never in the entry editor. FileListEditor and EntryEditor have other ways to update the file links,0,requires org.jabref.thirdparty.libreoffice;,requires
835,Javadoc,backwards compatibility stub.,0,public class DatabaseChangeEvent {,class_declaration
836,Line,Swing,1,nan,empty
837,Line,Preferences and XML,1,public interface DatabaseChangeListener {,class_declaration
838,Line,Annotations (@PostConstruct),1,public class DatabaseChangeRegistration {,class_declaration
839,Line,Libre Office,1,nan,empty
840,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,0,"SearchQuery searchQuery = new SearchQuery(Journal Title 500""",assignment
841,Line,no data,0,"SearchQuery searchQuery = new SearchQuery(Journal Title 500""",assignment
842,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,0,public class OracleConnection implements Connection {,class_declaration
843,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,0,public class OracleDriver {,class_declaration
844,Line,do nothing,1,public class OracleStatement {,class_declaration
845,Line,FIXME: Reuse SearchWorker here,0,package oracle.jdbc;,package_import
846,Line,FIXME: Reuse SearchWorker here,0,nan,empty
847,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,0,public @interface ApacheCommonsLang3Allowed {,class_declaration
848,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,0,String value();,method_declaration
849,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,0,System.out.println(new AuxParserResultViewModel(result).getInformation(true));,method_call
850,Javadoc,This package contains stubs for oracle.jdbc to prevent build errors if the non-distributable oraclejdbdc6.jar is unavailable in the classpath,0,public enum BasePanelMode {,enum
851,Line,empty,1,public void setContent(ClipboardContent content) {,method_declaration
852,Javadoc,Annotation to indicate that usage of ApacheCommonsLang3 is explicitly allowed. The intention is to fully switch to Google Guava and only use Apache Commons Lang3 if there is no other possibility,0,public String getContents() {,method_declaration
853,Line,The rationale,1,private static Optional<ParserResult> importToOpenBase(String argument) {,method_declaration
854,Line,print statistics,0,private Optional<ParserResult> fetch(String fetchCommand) {,method_declaration
855,Javadoc,Defines the different modes that the BasePanel can operate in,0,file = new URLDownload(address).toTemporaryFile();,assignment
856,Javadoc,Puts content onto the clipboard.,1,"System.out.println(Localization.lang(Importing in unknown format"") + "": "" + file);""",method_call
857,Javadoc,"Get the String residing on the clipboard. @return any text found on the Clipboard; if none found, return an empty String.",1,if (cli.isPreferencesReset()) {,conditional
858,Javadoc,"Will open a file (like importFile), but will also request JabRef to focus on this database",0,if (cli.isPreferencesImport()) {,conditional
859,Javadoc,Run an entry fetcher from the command line.,0,List<ParserResult> loaded = importAndOpenFiles();,assignment
860,Line,Download web resource to temporary file,1,"String searchTerm = data[0].replace(\\$""",assignment
861,Line,"* means ""guess the format"":",0,if (!matches.isEmpty()) {,conditional
862,Line,Check if we should reset all preferences to default values:,0,switch (data.length) {,method_declaration
863,Line,Check if we should import preferences from a file:,1,"formatName = tablerefsabsbib"";""",assignment
