,type,comment,non-information,code,functional_type
677,Javadoc,Class for creating the information about customizable entry editor tabs.,0,public void moveDown(SidePaneComponent comp) {,method_declaration
678,Line,"Do not make this class final, as it otherwise can't be mocked for tests",0,prefs.clearPassword();,method_call
679,Line,Refresh all reference marks with the citation markers we computed:,0,Set<Field> jointFields = new TreeSet<>(Comparator.comparing(Field::getName));,assignment
680,Line,Save the database,1,public class RelatedArticlesTab extends EntryEditorTab {,class_declaration
681,Javadoc,"Class that defines interaction with an external application in the form of ""pushing"" selected entries to it.",0,GroupTreeNode newParent = root.getNode().getDescendant(pathToNewParent).get();,assignment
682,Javadoc,"A Hyperlink Click Listener for javafx.WebView to open links on click in the browser Code adapted from: <a href=""https://stackoverflow.com/a/33445383/"">https://stackoverflow.com/a/33445383/</a>",0,public class TemporalAccessorPicker extends DatePicker {,class_declaration
683,Javadoc,Constructs a {@link TreeTableCell} based on the view model of the row and a bunch of specified converter methods.,0,public abstract class SimpleCommand extends CommandBase {,class_declaration
684,Javadoc,"Looks up the URL for the image representing the given function, in the resource file listing images.",0,"NamedCompound ce = new NamedCompound(Localization.lang(""Merge entries""));",assignment
685,Line,Quick hack to disable navigating,0,Optional<String> valInNewField = entry.getField(newField);,assignment
686,Line,Use the received map directly,1,this.inMem = inMem;,assignment
687,Line,Register for changes,1,public class AbbreviationViewModel {,class_declaration
688,Javadoc,Empty,1,public enum DroppingMouseLocation {,
689,Javadoc,Disables selection,0,public void storeSettings() {,method_declaration
690,Javadoc,Moves the given component down.,1,this.frame = frame;,assignment
691,Line,for the case that the password is already set,0,public class UnlinkedFilesCrawler extends BackgroundTask<CheckBoxTreeItem<FileNodeWrapper>> {,class_declaration
692,Line,Updated the original entry with the new fields,0,fields.addAll(entry.getFields());,method_call
693,Javadoc,GUI for tab displaying article recommendations based on the currently selected BibEntry,0,public List<BasePanel> getBasePanelList() {,method_declaration
694,Line,TODO: NULL TODO: Null TODO: NULL,1,entriesSorted = new SortedList<>(entriesFiltered);,assignment
695,Javadoc,"A date picker with configurable datetime format where both date and time can be changed via the text field and the date can additionally be changed via the JavaFX default date picker. Also supports incomplete dates. First recall how the date picker normally works: - The user selects a date in the popup, which sets {@link #valueProperty()} to the selected date. - The converter ({@link #converterProperty()}) is used to transform the date to a string representation and display it in the text field. The idea is now to intercept the process and add an additional step: - The user selects a date in the popup, which sets {@link #valueProperty()} to the selected date. - The date is converted to a {@link TemporalAccessor} (i.e, enriched by a time component) using {@link #addCurrentTime(LocalDate)} - The string converter ({@link #stringConverterProperty()}) is used to transform the temporal accessor to a string representation and display it in the text field. Inspiration taken from https://github.com/edvin/tornadofx-controls/blob/master/src/main/java/tornadofx/control/DateTimePicker.java",0,private ScrollPane getRelatedArticleInfo(List<BibEntry> list,method_declaration
696,Javadoc,A simple command that does not track progress of the action.,0,base.removeString(string.getId());,method_call
697,Line,Create a new entry and add it to the undo stack Remove the other two entries and add them to the undo stack (which is not working...),0,public List<String> refreshCiteMarkers(List<BibDatabase> databases,method_declaration
698,Line,"If we are not allowed to overwrite values, check if there is a non-empty value already for this entry for the new field:",0,private void updateTexts(UndoChangeEvent event) {,method_declaration
699,Line,Holds the version in memory. Check if it has been modified...?,0,GroupTreeNode newNode = m_subtreeBackup.copySubtree();,assignment
700,Javadoc,This class provides a view model for abbreviation objects which can also define placeholder objects of abbreviations. This is indicated by using the {@code pseudoAbbreviation} property.,0,private void openFile(Path filePath) {,method_declaration
701,Line,"TODO: Implement jump to entry TODO: Add toolitp for tag: Localization.lang(""Jump to entry"") This feature was removed while converting the linked entries editor to JavaFX Right now there is no nice way to re-implement it as we have no good interface to control the focus of the main table (except directly using the JabRefFrame class as below) parsedEntryLink.getLinkedEntry().ifPresent( e -> frame.getCurrentBasePanel().highlightEntry(e) );",0,"Class<?> clazz = Class.forName(""javafx.scene.control.TableUtil"");",assignment
702,Line,basePanel.getPreviewPanel().updateLayout(preferences.getPreviewPreferences()),0,frame.getDialogService().notify(outText);,method_call
703,Javadoc,The mouse location within the cell when the dropping gesture occurs.,0,public class ContentSelectorSuggestionProvider implements AutoCompleteSuggestionProvider<String> {,class_declaration
704,Javadoc,Store changes to table preferences. This method is called when the user clicks Ok.,0,if (oldValue == null) {,method_declaration
705,Line,TODO: Rework so that we don't rely on JabRefFrame and not the complete preferences,0,setPrefHeight(Double.POSITIVE_INFINITY);,method_declaration
706,Javadoc,Util class for searching files on the file system which are not linked to a provided {@link BibDatabase}.,0,tearDownJabRef(filenames);,method_declaration
707,Line,Entry type unknown -> treat all fields as required,0,return new ContentSelectorSuggestionProvider((AutoCompleteSuggestionProvider<String>) suggestionProvider,method_declaration
708,Line,Switch to currently selected entry if mode is changed to live,0,XNamed xNamed = UnoRuntime.queryInterface(XNamed.class,assignment
709,Javadoc,Returns a list of BasePanel.,1,public void append(LogEvent rawEvent) {,method_declaration
710,Line,We need to wrap the list since otherwise sorting in the table does not work,0,ControlHelper.setAction(saveButton,method_call
711,Javadoc,Creates a VBox of the related article information to be used in the StackPane displayed in the Related Articles tab,0,"public static final String FRAME_TITLE = ""JabRef"";",assignment
712,Line,Redo the change.,1,protected boolean couldNotCall;,field_declaration
713,Javadoc,Refresh all cite markers in the document.,1,row.contextMenuProperty().bind(,method_call
714,Block,"TODOSwingUtilities.invokeLater(() -> {undo.putValue(Action.SHORT_DESCRIPTION, event.getUndoDescription());undo.setEnabled(event.isCanUndo());redo.putValue(Action.SHORT_DESCRIPTION, event.getRedoDescription());redo.setEnabled(event.isCanRedo());});",0,public class CitationStyleToClipboardWorker {,class_declaration
715,Line,"move all children to newNode, then add newNode",0,public class CustomExternalFileType implements ExternalFileType {,class_declaration
716,Javadoc,Checks whether the file exists or if a new file should be opened. The file will be added to the set of journal abbreviation files. If the file also exists its abbreviations will be read and written to the abbreviations property.,0,if (!sb.toString().trim().isEmpty()) {,method_declaration
717,Line,"TODO: reflective access, should be removed",0,catch (IOException excep) {,method_declaration
718,Line,"if user does not change anything with his action, we do not do anything either even no output message",0,public class UnlinkedPDFFileFilter implements FileFilter {,class_declaration
719,Javadoc,Enriches a suggestion provider by a given set of content selector values.,0,List<BibEntry> toRemove = new ArrayList<>(entries.size());,assignment
720,Line,Revert the change.,1,public enum AutoCompleteFirstNameMode {,
721,Line,Always fill out all the available space,0,private List<Integer> findCitedEntryIndex(String citRefName,method_declaration
722,Line,Good bye!,1,postUndoRedoEvent();,method_declaration
723,Line,Enrich auto completion by content selector values,0,public class ManageJournalAbbreviationsViewModel extends AbstractViewModel {,class_declaration
724,Line,Name the reference,1,public void show(SidePaneType type) {,method_declaration
725,Javadoc,The log event will be forwarded to the {@link LogMessages} archive.,0,ParserResult bibtexResult = mergeImportResults(imports);,assignment
726,Line,"ToDo: After conversion of all tabs to mvvm, rework interface and make validSettings bindable Button btnSave = (Button) this.getDialogPane().lookupButton(saveButton); btnSave.disableProperty().bind(viewModel.validSettings().validProperty().not());",0,public class OpenDatabaseAction extends SimpleCommand {,class_declaration
727,Line,Frame titles.,1,TABLE_ICONS.put(SpecialField.PRIORITY,method_call
728,Line,"Set to true in case the command could not be executed, e.g., if the file is not found Set to true in case the tunnel to the program (if one is used) does not operate Set to true if the corresponding path is not defined in the preferences",0,if (!identicalTypes && !typeRadioButtons.isEmpty() && typeRadioButtons.get(0).isSelected()) {,method_declaration
729,Line,Add context menu (only for non-null items),0,if (this.stringConverter == null) {,method_declaration
730,Javadoc,"Copies the selected entries and formats them with the selected citation style (or preview), then it is copied to the clipboard. This worker cannot be reused.",0,public void installCss(Scene scene,method_declaration
731,Javadoc,"This class defines a type of external files that can be linked to from JabRef. The class contains enough information to provide an icon, a standard extension and a link to which application handles files of this type.",0,getGroupNode().moveTo(target.getGroupNode());,method_declaration
732,Line,Error stream has been closed. See if there were any errors:,0,return pathname -> true;,return
733,Line,In case it did not work,1,private final Version installedVersion;,field_declaration
734,Javadoc,"{@link FileFilter} implementation, that allows only files which are not linked in any of the {@link BibEntry}s of the specified {@link BibDatabase}. <br> <br> This {@link FileFilter} sits on top of another {@link FileFilter} -implementation, which it first consults. Only if this major filefilter has accepted a file, this implementation will verify on that file.",0,if (strippedLink.substring(strippedLinkIndex + 1).indexOf('/') >= 1) {,method_declaration
735,Line,Sort entries into current members and non-members of the group Current members will be removed Current non-members will be added,0,public void setupAllTables() {,method_declaration
736,Javadoc,"For ""ONLY_FULL"", the auto completer returns the full name, e.g. ""Smith, Bob"" For ""ONLY_ABBREVIATED"", the auto completer returns the first name abbreviated, e.g. ""Smith, B."" For ""BOTH"", the auto completer returns both versions.",0,notifyNewSelectedFile(currentFile);,method_declaration
737,Javadoc,"Resolve the bibtex key from a citation reference marker name, and look up the index of the key in a list of keys.",0,Platform.runLater(() -> {,method_call
738,Line,Send event to trigger changes,0,types[i] = type;,assignment
739,Javadoc,"This class provides a model for managing journal abbreviation lists. It provides all necessary methods to create, modify or delete journal abbreviations and files. To visualize the model one can bind the properties to ui elements.",0,"String howToReproduce = ""Steps to reproduce:\n\n1. ...\n2. ...\n3. ..."";",assignment
740,Javadoc,Makes sure that the given component is visible.,1,pr.getDatabaseContext().clearDatabaseFile();,method_call
741,Line,"TODO: show parserwarnings, if any (not here) for (ImportFormatReader.UnknownFormatImport p : imports) { ParserResultWarningDialog.showParserResultWarningDialog(p.parserResult, frame); }",0,"ENTRY_EDITOR_PREVIOUS_PANEL_2(""Entry editor",method_declaration
742,Line,The action concerned with opening an existing database.,1,stateManager.activeSearchQueryProperty().set(newBasePanel.getCurrentSearchQuery());,method_call
743,Line,icon.setToolTipText(priorityViewModel.getLocalization()),0,StackPane helpButtonContainer = new StackPane();,assignment
744,Line,Check if the type has changed,0,private final int m_subtreeRootChildCount;,field_declaration
745,Line,"In case no stringConverter was provided, use the default strategy",0,private static UndoableEdit massRenameField(Collection<BibEntry> entries,method_declaration
746,Javadoc,Installs the base css file as a stylesheet in the given scene. Changes in the css file lead to a redraw of the scene using the new css file.,0,public static final int REMOVE_NODE_KEEP_CHILDREN = 1;,assignment
747,Line,"TODO: Add undo and display message MoveGroupChange undo = new MoveGroupChange(((GroupTreeNodeViewModel)source.getParent()).getNode(), source.getNode().getPositionInParent(), target.getNode(), target.getChildCount());",0,public boolean dragDropped(ListProperty<PreviewLayout> targetList,method_declaration
748,Line,Except every file,1,LOOKUP_IDENTIFIER(MaterialDesignIcon.MAGNIFY),method_declaration
749,Javadoc,The current version of the installed JabRef,1,public <V> Future<V> execute(BackgroundTask<V> task) {,method_declaration
750,Line,"No occurrence, or at the end Check if there are path separators in the suffix - if so, it is definitely not a proper suffix, so we should give up:",1,public String getDefaultKeyBinding() {,method_declaration
751,Javadoc,"This method causes all open BasePanels to set up their tables anew. When called from PrefsDialog3, this updates to the new settings.",0,"dialogService.notify(Localization.lang(""Added group \""%0\"".""",method_call
752,Line,Pretend that we just switched to the current file in order to refresh the display,0,new LatexFieldFormatter(fieldFormatterPreferences).format(newValue,method_declaration
753,Line,Pass other keys to parent,1,ControlsFxVisualizer visualizer = new ControlsFxVisualizer();,assignment
754,Line,"Must be executed after the initialization of the view, otherwise it doesn't work",0,if (nameChange) {,method_declaration
755,Line,Remember the type in case we need to uniquefy.,0,if (!result.getToAdd().isEmpty()) {,method_declaration
756,Line,Steps to reproduce,1,"markingContent = markingContent.replaceAll(""-"" + NEWLINE",assignment
757,Line,do not open the original file,1,public <T> BackgroundTask<T> thenRun(Function<V,method_declaration
758,Line,"We have to put Entry Editor Previous before, because otherwise the decrease font size is found first",0,public class CheckForNewEntryTypesAction implements GUIPostOpenAction {,class_declaration
759,Line,Update active search query when switching between databases,0,private void openTheFile(Path file,method_declaration
760,Line,Create help button for currently selected fetcher,1,entryEditorTabs.add(new OtherFieldsTab(databaseContext,method_call
761,Javadoc,"In case of removing a node but keeping all of its children, the number of children has to be stored.",0,entriesList = databaseContext.getDatabase().getEntries();,assignment
762,Javadoc,Move contents from one field to another for a Collection of entries.,0,public class FindFullTextAction extends SimpleCommand {,class_declaration
763,Javadoc,Adding of a single node (group).,1,public class CustomizeExternalFileTypesDialog extends BaseDialog<Void> {,class_declaration
764,Javadoc,"This is called, when the user drops some PreviewLayouts either in the availableListView or in the empty space of chosenListView",0,ToggleGroup groupType = new ToggleGroup();,assignment
765,Line,TODO: use WEB_SEARCH instead as soon as it is available TODO: use WEB_SEARCH instead as soon as it is available,0,public abstract class BackgroundTask<V> {,class_declaration
766,Javadoc,"Executes the task on the current thread. The code is essentially taken from {@link javafx.concurrent.Task.TaskCallable#call()}, but adapted to run sequentially.",0,protected abstract void bindToEntry(BibEntry entry);,method_declaration
767,Javadoc,"This method returns the default key binding, the key(s) which are assigned",1,Object context = xUrlResolver.resolve(sConnect);,assignment
768,Line,"TODO: Add undo UndoableAddOrRemoveGroup undo = new UndoableAddOrRemoveGroup(parent, new GroupTreeNodeViewModel(newGroupNode), UndoableAddOrRemoveGroup.ADD_NODE); panel.getUndoManager().addEdit(undo);",0,if (dataBaseNumber >= 0) {,method_declaration
769,Line,Test if the field is legally set.,0,new PersistenceVisualStateTable(this,method_declaration
770,Line,"Need to run this async, otherwise the dialog does not work",0,public class AutosaveUIManager {,class_declaration
771,Line,Revert the change.,1,UpdateField.setAutomaticFields(entries,method_call
772,Line,and adding merged entries:,1,PreviewPreferences previewPreferences = Globals.prefs.getPreviewPreferences();,assignment
773,Line,remove newlines && hyphens before linebreaks,1,XFootnote footer = UnoRuntime.queryInterface(XFootnote.class,assignment
774,Javadoc,Creates a {@link BackgroundTask} that first runs this task and based on the result runs a second task.,0,private static void ensureCorrectJavaVersion() {,method_declaration
775,Javadoc,"This action checks whether any new custom entry types were loaded from this BIB file. If so, an offer to remember these entry types is given.",0,typeSubscription = EasyBind.subscribe(this.entry.typeProperty(),assignment
776,Javadoc,nan,0,for (Field field : differentFields) {,method_declaration
777,Line,Other fields,1,public static Optional<String> getSuffix(final String link) {,method_declaration
778,Line,"Register listener The wrapper created by the FXCollections will set a weak listener on the wrapped list. This weak listener gets garbage collected. Hence, we need to maintain a reference to this list.",0,return Optional.empty();,return
779,Javadoc,Try to download fulltext PDF for selected entry(ies) by following URL or DOI link.,0,"private final List<String> columnHeadings = Arrays.asList(Localization.lang(""Field"")",assignment
780,Javadoc,Editor for external file types.,1,XTextContent xTextContent = UnoRuntime.queryInterface(XTextContent.class,assignment
781,Line,configure elements,1,public void editAbbreviation(String name,method_declaration
782,Javadoc,"This class is essentially a wrapper around {@link Task}. We cannot use {@link Task} directly since it runs certain update notifications on the JavaFX thread, and so makes testing harder. We take the opportunity and implement a fluid interface.",0,private void updateMergedEntry() {,method_declaration
783,Javadoc,Updates the view with the contents of the given entry.,1,panel.setSaving(false);,method_call
784,Line,try to connect to office,0,if (exporter != null) {,method_declaration
785,Line,Switch tab if asked to do so,0,} else if (answer == DuplicateResolverDialog.DuplicateResolverResult.KEEP_MERGE) {,
786,Line,Store visual state,1,public class UndoableInsertEntry extends AbstractUndoableJabRefEdit {,class_declaration
787,Javadoc,This class has an abstract UI role as it listens for an {@link AutosaveEvent} and saves the bib file associated with the given {@link BasePanel}.,0,public void storeSettings() {,method_declaration
788,Line,Set owner/timestamp,0,protected abstract boolean isMatch(T suggestion,method_declaration
789,Line,the submenu will behave dependent on what style is currently selected (citation/preview),0,final boolean namesNatbib = Globals.prefs.getBoolean(JabRefPreferences.NAMES_NATBIB); //MK:,assignment
790,Line,Find the linking footnote marker:,0,public void insertEntry(List<BibEntry> entries,method_declaration
791,Javadoc,"Tests if we are running an acceptable Java and terminates JabRef when we are sure the version is not supported. This test uses the requirements for the Java version as specified in <code>gradle.build</code>. It is possible to define a minimum version including the built number and to indicate whether Java 9 can be used (which it currently can't). It tries to compare this version number to the version of the currently running JVM. The check is optimistic and will rather return true even if we could not exactly determine the version. <p> Note: Users with a very old version like 1.6 will not profit from this since class versions are incompatible and JabRef won't even start. Currently, JabRef won't start with Java 9 either, but the warning that it cannot be used with this version is helpful anyway to prevent users to update from an old 1.8 directly to version 9. Additionally, we soon might have a JabRef that does start with Java 9 but is not perfectly compatible. Therefore, we should leave the Java 9 check alive.",0,MetaData metaData = panel.getBibDatabaseContext().getMetaData();,assignment
792,Line,Subscribe to type changes for rebuilding the currently visible tab,1,cleanUpMovePDF.setDisable(true);,method_call
793,Line,May happen during initialization -> just ignore,0,"Field privatePopup = AutoCompletionBinding.class.getDeclaredField(""autoCompletionPopup"");",assignment
794,Javadoc,"Look for the last '.' in the link, and return the following characters. This gives the extension for most reasonably named links.",0,if (newGroups.getGroup() instanceof AllEntriesGroup) {,method_declaration
795,Line,"No selected group, show all entries",0,class OOBibBase {,class_declaration
796,Line,Headings,1,if (!handleMultipleAppInstances(arguments) || argumentProcessor.shouldShutDown()) {,method_declaration
797,Line,get XTextContent interface,1,public void about() {,method_declaration
798,Javadoc,Method to change the currentAbbrevaition property to a new abbreviation.,1,public JabRefIcon getTypeIcon() {,method_declaration
799,Javadoc,Update the merged entry,1,selectedFieldName.ifPresent(this::requestFocus);,method_call
800,Line,release panel from save status,1,public abstract int getPageNumber();,method_declaration
801,Line,Set text of each of the boxes,1,String suffix;,field_declaration
802,Line,Do nothing,1,browser.getEngine().getLoadWorker().progressProperty().addListener((observable,method_call
803,Javadoc,"This class represents the removal of an entry. The constructor needs references to the database, the entry, and the map of open entry editors. The latter to be able to close the entry's editor if it is opened before the insert is undone.",0,for (Field field : jointFields) {,method_declaration
804,Javadoc,This method is called to indicate that the settings panel returned from the getSettingsPanel() method has been shown to the user and that the user has indicated that the settings should be stored. This method must store the state of the widgets in the settings panel to Globals.prefs.,0,"boolean citePressed = dialogService.showConfirmationDialogAndWait(Localization.lang(""Cite"")",assignment
805,Javadoc,Check the given possible suggestion is a match (is a valid suggestion),1,"String quotePath = ""\"""" + filePath + ""\"""";",assignment
806,Line,Read name format options: MK:,1,public class AbbreviationsFileViewModel {,class_declaration
807,Javadoc,"This method inserts a cite marker in the text for the given BibEntry, and may refresh the bibliography.",0,"xCursorProps.setPropertyValue(""CharLocale""",method_call
808,Line,FIXME: Move to viewModel until fieldFormatterCleanupsPanel is property implemented,0,"info.setStyle(""-fx-padding: 0.5em 0 0.5em 0;"");",method_call
809,Line,"Since the directory does not exist, we cannot move it to there. So, this option is not checked - regardless of the presets stored in the preferences.",0,private Optional<BibEntry> entry = Optional.empty();,assignment
810,Line,"TODO: reflective access, should be removed",0,String[] allParams = {viewModel.getLocalization(),assignment
811,Line,ensure that there is always only one AllEntriesGroup,0,background.setWidth(getDesiredWidth());,method_call
812,Javadoc,Class for manipulating the Bibliography of the currently start document in OpenOffice.,0,setGraphic(menu,method_declaration
813,Line,Check for running JabRef,0,class UndefinedCharacterFormatException extends Exception {,class_declaration
814,Javadoc,"The MacAdapter calls this method when ""About"" is selected from the application menu.",0,<V> Future<?> schedule(BackgroundTask<V> task,
815,Javadoc,"TODO: Be a bit smarter and try to infer correct icon, for example using {@link org.jabref.gui.externalfiletype.ExternalFileTypes#getExternalFileTypeByName(String)}",0,OPEN(MaterialDesignIcon.FOLDER_OUTLINE),method_declaration
816,Line,Restore focus to field (run this async so that editor is already initialized correctly),0,public class AutoLinkFilesAction extends SimpleCommand {,class_declaration
817,Javadoc,Get the page number of the current page in the document.,1,public static XComponentContext createInitialComponentContext(Hashtable<String,method_declaration
818,Line,First see if the stripped link gives a reasonable suffix:,0,requires java.desktop;,
819,Line,Hide progress indicator if finished (over 70% loaded),0,requires java.prefs;,
820,Line,fields,1,requires java.annotation;,
821,Line,Ask if keys should be generated,1,requires org.jabref.thirdparty.libreoffice;,
822,Line,quote String so explorer handles URL query strings correctly,0,public class DatabaseChangeEvent {,class_declaration
823,Javadoc,This class provides a model for abbreviation files. It actually doesn't save the files as objects but rather saves their paths. This also allows to specify pseudo files as placeholder objects.,0,public interface DatabaseChangeListener {,class_declaration
824,Line,Set language to [None]:,0,public class DatabaseChangeRegistration {,class_declaration
825,Line,To align with buttons below which also have 0.5em padding,0,"SearchQuery searchQuery = new SearchQuery(""Journal Title 500""",assignment
826,Line,TODO: switch Icon color searchIcon.setIcon(IconTheme.JabRefIcon.SEARCH.getIcon()),0,"SearchQuery searchQuery = new SearchQuery(""Journal Title 500""",assignment
827,Javadoc,The entry currently shown,0,public class OracleConnection implements Connection {,class_declaration
828,Line,"setting a multi value special field - the setted value is displayed, too",0,public class OracleDriver {,class_declaration
829,Line,First hide old page and show background instead (recalculate size of background to make sure its correct),0,public class OracleStatement {,class_declaration
830,Line,"For some reason the graphic is not set correctly, so let's fix this",0,package oracle.jdbc;,package_import
831,Javadoc,Exception used to indicate that the plugin attempted to set a character format that is not defined in the current OpenOffice document.,0,public @interface ApacheCommonsLang3Allowed {,class_declaration
832,Javadoc,Submits a one-shot task that becomes enabled after the given delay.,0,String value();,method_declaration
833,Block,css: folder *,0,System.out.println(new AuxParserResultViewModel(result).getInformation(true));,method_call
834,Javadoc,This Action may only be used in a menu or button. Never in the entry editor. FileListEditor and EntryEditor have other ways to update the file links,0,public enum BasePanelMode {,
835,Javadoc,backwards compatibility stub.,0,public void setContent(ClipboardContent content) {,method_declaration
836,Line,Swing,1,public String getContents() {,method_declaration
837,Line,Preferences and XML,1,private static Optional<ParserResult> importToOpenBase(String argument) {,method_declaration
838,Line,Annotations (@PostConstruct),1,private Optional<ParserResult> fetch(String fetchCommand) {,method_declaration
839,Line,Libre Office,1,file = new URLDownload(address).toTemporaryFile();,assignment
840,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,0,"System.out.println(Localization.lang(""Importing in unknown format"") + "": "" + file);",method_call
841,Line,no data,0,if (cli.isPreferencesReset()) {,method_declaration
842,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,0,if (cli.isPreferencesImport()) {,method_declaration
843,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,0,List<ParserResult> loaded = importAndOpenFiles();,assignment
844,Line,do nothing,1,"String searchTerm = data[0].replace(""\\$""",assignment
845,Line,FIXME: Reuse SearchWorker here,0,if (!matches.isEmpty()) {,method_declaration
846,Line,FIXME: Reuse SearchWorker here,0,switch (data.length) {,method_declaration
847,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,0,"formatName = ""tablerefsabsbib"";",assignment
848,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,0,Optional<Exporter> exporter = Globals.exportFactory.getExporterByName(formatName);,assignment
849,Javadoc,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,0,"boolean bibExtension = aLeftOver.toLowerCase(Locale.ENGLISH).endsWith(""bib"");",assignment
850,Javadoc,This package contains stubs for oracle.jdbc to prevent build errors if the non-distributable oraclejdbdc6.jar is unavailable in the classpath,0,if (startupMode == Mode.INITIAL_START) {,method_declaration
851,Line,empty,1,if ((newBase != null) && newBase.hasEntries()) {,method_declaration
852,Javadoc,Annotation to indicate that usage of ApacheCommonsLang3 is explicitly allowed. The intention is to fully switch to Google Guava and only use Apache Commons Lang3 if there is no other possibility,0,if (fileWriter.hasEncodingProblems()) {,method_declaration
853,Line,The rationale,1,if (!loaded.isEmpty()) {,method_declaration
854,Line,print statistics,0,ParserResult pr = loaded.get(loaded.size() - 1);,assignment
855,Javadoc,Defines the different modes that the BasePanel can operate in,0,File theFile = pr.getFile().get();,assignment
856,Javadoc,Puts content onto the clipboard.,1,return;,return
857,Javadoc,"Get the String residing on the clipboard. @return any text found on the Clipboard; if none found, return an empty String.",1,public SuggestionProviders getSuggestionProviders() {,method_declaration
858,Javadoc,"Will open a file (like importFile), but will also request JabRef to focus on this database",0,private void copyCitationToClipboard(CitationStyleOutputFormat outputFormat) {,method_declaration
859,Javadoc,Run an entry fetcher from the command line.,0,public void delete(boolean cut) {,method_declaration
860,Line,Download web resource to temporary file,1,public void runCommand(final Actions command) {,method_declaration
861,Line,"* means ""guess the format"":",0,public void insertEntry(final BibEntry bibEntry) {,method_declaration
862,Line,Check if we should reset all preferences to default values:,0,private void setupAutoCompletion() {,method_declaration
863,Line,Check if we should import preferences from a file:,1,public void showAndEdit(BibEntry entry) {,method_declaration
864,Line,List to put imported/loaded database(s) in.,1,public void clearAndSelect(final BibEntry bibEntry) {,method_declaration
865,Line,enables blanks within the search term: $ stands for a blank,0,public void entryEditorClosing() {,method_declaration
866,Line,export matches,0,private void ensureNotShowingBottomPanel(BibEntry entry) {,method_declaration
867,Line,"read in the export format, take default format if no format entered",0,private void saveDividerLocation(Number position) {,method_declaration
868,Line,default exporter: HTML table (with Abstract & BibTeX),0,public List<BibEntry> getSelectedEntries() {,method_declaration
869,Line,export new database,0,public void setCurrentSearchQuery(Optional<SearchQuery> currentSearchQuery) {,method_declaration
870,Line,"Leftover arguments that have a ""bib"" extension are interpreted as BIB files to open. Other files, and files that could not be opened as bib, we try to import instead.",0,private class SearchAutoCompleteListener {,class_declaration
871,Line,"We will try to import this file. Normally we will import it into a new tab, but if this import has been initiated by another instance through the remote listener, we will instead import it into the current library. This will enable easy integration with web browsers that can open a reference file in JabRef.",0,private class SearchListener {,class_declaration
872,Line,"write an output, if something could be resolved",0,private final Map<Actions,
873,Line,Show just a warning message if encoding did not work for all characters:,1,private BasePanelMode mode = BasePanelMode.SHOWING_NOTHING;,assignment
874,Line,This signals that the latest import should be stored in BibTeX format to the given file.,0,private PersonNameSuggestionProvider searchAutoCompleter;,field_declaration
875,Line,This signals that the latest import should be stored in the given format to the given file.,0,private BibEntry showing;,field_declaration
876,Line,"Set the global variable for this database's file directory before exporting, so formatters can resolve linked files correctly. (This is an ugly hack!)",0,private Optional<SearchQuery> currentSearchQuery = Optional.empty();,assignment
877,Block,"String clearSearch = ""clearSearch""; mainTable.getInputMap().put(Globals.getKeyPrefs().getKey(KeyBinding.CLEAR_SEARCH), clearSearch); mainTable.getActionMap().put(clearSearch, new AbstractAction() {@Override public void actionPerformed(ActionEvent e) { // need to close these here, b/c this action overshadows the responsible actions when the main table is selected switch (mode) { case SHOWING_NOTHING: frame.getGlobalSearchBar().endSearch(); break; case SHOWING_PREVIEW: getPreviewPanel().close(); break; case SHOWING_EDITOR: case WILL_SHOW_EDITOR: entryEditorClosing(getEntryEditor()); break; default: LOGGER.warn(""unknown BasePanelMode: '"" + mode + ""', doing nothing""); break; } } });mainTable.getActionMap().put(Actions.CUT, new AbstractAction() {@Override public void actionPerformed(ActionEvent e) { try { runCommand(Actions.CUT); } catch (Throwable ex) { LOGGER.warn(""Could not cut"", ex); } } }); mainTable.getActionMap().put(Actions.COPY, new AbstractAction() {@Override public void actionPerformed(ActionEvent e) { try { runCommand(Actions.COPY); } catch (Throwable ex) { LOGGER.warn(""Could not copy"", ex); } } }); mainTable.getActionMap().put(Actions.PASTE, new AbstractAction() {@Override public void actionPerformed(ActionEvent e) { try { runCommand(Actions.PASTE); } catch (Throwable ex) { LOGGER.warn(""Could not paste"", ex); } } });",0,this.bibDatabaseContext.getDatabase().registerListener(new GroupTreeListener());,method_call
878,Block,"The search can lead to an unexpected 100% CPU usage which is perceived as a bug, if the search incidentally starts at a directory with lots of stuff below. It is now disabled by default. *",0,this.bibDatabaseContext.getDatabase().registerListener(this);,method_call
879,Javadoc,"Returns a collection of suggestion providers, which are populated from the current library.",0,"String changeFlag = isModified() && !isAutosaveEnabled ? ""*"" : """";",assignment
880,Javadoc,*Generates and copies citations based on the selected entries to the clipboard @param outputFormat the desired {@link CitationStyleOutputFormat},0,title.append('*');,method_call
881,Javadoc,"Removes the selected entries from the database @param cut If false the user will get asked if he really wants to delete the entries, and it will be localized as ""deleted"". If true the action will be localized as ""cut""",0,actions.put(Actions.COPY,method_call
